Time(s),Distance(m)
18.14,0.5000
18.14,0.5000
18.14,0.5000
18.14,0.5000
18.14,0.5100
18.14,0.5100
18.14,0.5100
18.14,0.5100
18.14,0.5100
18.14,0.5100
18.14,0.5100
18.24,0.5100
18.24,0.5100
18.24,0.5000
18.24,0.5000
18.24,0.5000
18.24,0.5000
18.24,0.4900
18.24,0.4900
18.24,0.4900
18.24,0.4900
18.24,0.4800
18.44,0.4800
18.44,0.4800
18.44,0.4800
18.44,0.4800
18.44,0.4700
18.44,0.4700
18.44,0.4600
18.44,0.4500
18.44,0.4700
18.44,0.4700
18.44,0.4600
18.44,0.4600
18.44,0.4600
18.44,0.4500
18.44,0.4400
18.44,0.4400
18.44,0.4400
18.44,0.4400
18.44,0.4400
18.54,0.4400
18.54,0.4500
18.54,0.4500
18.54,0.4400
18.54,0.4400
18.54,0.4500
18.54,0.4500
18.54,0.4600
18.54,0.4600
18.54,0.4600
18.54,0.4600
18.64,0.4700
18.64,0.4800
18.64,0.4800
18.64,0.4900
18.64,0.5000
18.64,0.4800
18.64,0.4700
18.64,0.4600
19.54,0.4700
19.54,0.4600
19.54,0.4800
19.54,0.5000
19.54,0.5100
19.54,0.5200
19.54,0.5200
19.54,0.5100
19.54,0.5000
19.64,0.4700
19.64,0.4700
19.64,0.4600
19.64,0.4600
19.64,0.4600
19.64,0.4500
19.64,0.4400
19.64,0.4400
19.64,0.4400
19.74,0.4400
19.74,0.4400
19.74,0.4100
19.74,0.4000
19.74,0.4000
19.74,0.4100
19.74,0.4100
19.74,0.4000
19.74,0.4000
19.74,0.4000
19.74,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4000
19.94,0.4100
19.94,0.4100
19.94,0.4100
19.94,0.4200
19.94,0.4200
19.94,0.4200
19.94,0.4200
19.94,0.4300
19.94,0.4600
19.94,0.4700
19.94,0.4700
20.04,0.4700
20.04,0.4700
20.04,0.4800
20.04,0.4800
20.04,0.4800
20.04,0.4800
20.04,0.4700
20.04,0.4700
20.04,0.4700
20.04,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4700
20.14,0.4600
20.14,0.4600
20.24,0.4600
20.24,0.4600
20.24,0.4600
20.24,0.4600
20.24,0.4500
20.24,0.4500
20.24,0.4500
20.24,0.4500
20.24,0.4500
20.24,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.34,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.54,0.4400
20.54,0.4400
20.54,0.4400
20.54,0.4400
20.54,0.4400
20.54,0.4400
20.54,0.4500
20.54,0.4500
20.54,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.64,0.4500
20.74,0.4500
20.74,0.4500
20.74,0.4500
20.74,0.4500
20.74,0.4500
20.74,0.4400
